doi,legalname,legalshortname,websiteurl,country
10.1109/BIBM.2007.5,University of Palermo,UNIPA,http://portale.unipa.it/,Italy
10.1109/BIBM.2007.5,University of British Columbia,UBC,https://www.ubc.ca/,Canada
10.1109/BIBM.2007.5,Virginia Tech,Virginia Tech,https://www.vt.edu/about/index.html,United States
10.1109/BIBM.2007.5,University of South Carolina Lancaster,USCL,http://usclancaster.sc.edu/,United States
10.1109/BIBM.2007.5,University of Missouri,University of Missouri,http://www.missouri.edu/,United States
10.1109/BIBM.2007.5,Texas A&M University – San Antonio,TAMUSA,http://www.tamusa.edu/,United States
10.1109/BIBM.2007.5,"University of California, San Diego",UCSD,http://ucsd.edu/,United States
10.1109/BIBM.2007.5,University of Kansas,KU,http://www.ku.edu/,United States
10.1109/BIBM.2007.5,Virginia Commonwealth University,VCU,http://www.vcu.edu/,United States
10.1109/BIBM.2007.5,University of Chicago,UC,http://www.uchicago.edu/,United States
10.1109/BIBM.2007.5,University of Wisconsin–Oshkosh,University of Wisconsin–Oshkosh,http://www.uwosh.edu/,United States
10.1109/BIBM.2007.5,University of Calgary,UoC,http://www.ucalgary.ca/,Canada
10.1109/BIBM.2007.5,University of Calabria,UNICAL,http://www.unical.it/portale/,Italy
10.1109/BIBM.2007.5,The University of Texas at Arlington,UTA,http://www.uta.edu/uta/,United States
10.1109/BIBM.2007.5,University of Oxford,University of Oxford,http://www.ox.ac.uk/,United Kingdom
10.1109/BIBM.2007.5,Gifu University,Gifu University,http://www.gifu-u.ac.jp/en/,Japan
10.1109/BIBM.2007.5,"University of California, Davis",UCD,http://ucdavis.edu/,United States
10.1109/BIBM.2007.5,Université Paris Diderot,Université Paris Diderot,No websiteurl provided,France
10.1109/BIBM.2007.5,University of Malaga,UMA,http://www.uma.es/,Spain
10.1109/BIBM.2007.5,University of Illinois at Urbana–Champaign,University of Illinois at Urbana–Champaign,http://www.illinois.edu/,United States
10.1109/BIBM.2007.5,Clemson University,Clemson University,http://www.clemson.edu/,United States
10.1109/BIBM.2007.5,University of Calabar,UNICAL,http://www.unical.edu.ng/,Nigeria
10.1109/BIBM.2007.5,IEEE Computer Society,CS,http://www.computer.org/web/guest,United States
10.1109/BIBM.2007.5,University of Palermo,UNIPA,http://portale.unipa.it/,Italy
10.1109/BIBM.2007.5,University of British Columbia,UBC,https://www.ubc.ca/,Canada
10.1109/BIBM.2007.5,Virginia Tech,Virginia Tech,https://www.vt.edu/about/index.html,United States
10.1109/BIBM.2007.5,University of South Carolina Lancaster,USCL,http://usclancaster.sc.edu/,United States
10.1109/BIBM.2007.5,University of Missouri,University of Missouri,http://www.missouri.edu/,United States
10.1109/BIBM.2007.5,Texas A&M University – San Antonio,TAMUSA,http://www.tamusa.edu/,United States
10.1109/BIBM.2007.5,"University of California, San Diego",UCSD,http://ucsd.edu/,United States
10.1109/BIBM.2007.5,University of Kansas,KU,http://www.ku.edu/,United States
10.1186/1471-2105-7-523,International Rice Research Institute,IRRI,http://irri.org/,Philippines
10.1186/1471-2105-7-523,University of British Columbia,UBC,https://www.ubc.ca/,Canada
10.1186/1471-2105-7-523,US National Science Foundation,NSF,https://www.nsf.gov/,United States
10.1186/1471-2105-7-523,Natural Sciences and Engineering Research Council of Canada,CRSNG,http://www.nserc-crsng.gc.ca/index_eng.asp,Canada
10.1186/1471-2105-7-523,University of British Columbia Library,University of British Columbia Library,http://www.library.ubc.ca/,Canada
10.1186/1471-2105-7-523,Mexico's National Council for Science and Technology,CONACYT,http://www.conacyt.mx/,Mexico
10.1186/1471-2105-7-523,International Rice Research Institute,IRRI,http://irri.org/,Philippines
10.1186/1471-2105-7-523,University of British Columbia,UBC,https://www.ubc.ca/,Canada
10.1186/1471-2105-7-523,US National Science Foundation,NSF,https://www.nsf.gov/,United States
10.1186/1471-2105-7-523,Natural Sciences and Engineering Research Council of Canada,CRSNG,http://www.nserc-crsng.gc.ca/index_eng.asp,Canada
10.1186/1471-2105-7-523,University of British Columbia Library,University of British Columbia Library,http://www.library.ubc.ca/,Canada
10.1186/1471-2105-7-523,Mexico's National Council for Science and Technology,CONACYT,http://www.conacyt.mx/,Mexico
10.1186/1751-0473-1-4,University of British Columbia,UBC,https://www.ubc.ca/,Canada
10.1186/1751-0473-1-4,St. Paul's Hospital,St. Paul's Hospital,http://www.providencehealthcare.org/hospitals-residences/st-paul%27s-hospital,Canada
10.1186/1751-0473-1-4,University of British Columbia,UBC,https://www.ubc.ca/,Canada
10.1186/1751-0473-1-4,St. Paul's Hospital,St. Paul's Hospital,http://www.providencehealthcare.org/hospitals-residences/st-paul%27s-hospital,Canada
10.1186/1471-2105-7-534,University of British Columbia Library,University of British Columbia Library,http://www.library.ubc.ca/,Canada
10.1186/1471-2105-7-534,University of British Columbia,UBC,https://www.ubc.ca/,Canada
10.1186/1471-2105-7-534,Natural Sciences and Engineering Research Council of Canada,CRSNG,http://www.nserc-crsng.gc.ca/index_eng.asp,Canada
10.1186/1471-2105-7-534,Mexico's National Council for Science and Technology,CONACYT,http://www.conacyt.mx/,Mexico
10.1186/1471-2105-7-534,US National Science Foundation,NSF,https://www.nsf.gov/,United States
10.1186/1471-2105-7-534,University of British Columbia Library,University of British Columbia Library,http://www.library.ubc.ca/,Canada
10.1186/1471-2105-7-534,University of British Columbia,UBC,https://www.ubc.ca/,Canada
10.1186/1471-2105-7-534,Natural Sciences and Engineering Research Council of Canada,CRSNG,http://www.nserc-crsng.gc.ca/index_eng.asp,Canada
10.1186/1471-2105-7-534,Mexico's National Council for Science and Technology,CONACYT,http://www.conacyt.mx/,Mexico
10.1186/1471-2105-7-534,US National Science Foundation,NSF,https://www.nsf.gov/,United States
10.1093/bib/bbl025,University of British Columbia,UBC,https://www.ubc.ca/,Canada
10.1093/bib/bbl025,University of British Columbia,UBC,https://www.ubc.ca/,Canada
10.1104/pp.104.059170,Technical University of Munich,TUM,https://www.tum.de/en/,Germany
10.1104/pp.104.059170,University of British Columbia,UBC,https://www.ubc.ca/,Canada
10.1104/pp.104.059170,St. Paul's Hospital,St. Paul's Hospital,http://www.providencehealthcare.org/hospitals-residences/st-paul%27s-hospital,Canada
10.1104/pp.104.059170,Institute of Bioinformatics,Institute of Bioinformatics,http://www.ibioinformatics.org/,India
10.1104/pp.104.059170,Technical University of Munich,TUM,https://www.tum.de/en/,Germany
10.1104/pp.104.059170,University of British Columbia,UBC,https://www.ubc.ca/,Canada
10.1104/pp.104.059170,St. Paul's Hospital,St. Paul's Hospital,http://www.providencehealthcare.org/hospitals-residences/st-paul%27s-hospital,Canada
10.1104/pp.104.059170,Institute of Bioinformatics,Institute of Bioinformatics,http://www.ibioinformatics.org/,India
10.1186/1471-2229-4-3,The Ohio State University,OSU,http://www.osu.edu/,United States
10.1186/1471-2229-4-3,University of Mary,University of Mary,https://www.umary.edu/,United States
10.1186/1471-2229-4-3,Max Planck Society,MPG,http://www.mpg.de/en,Germany
10.1186/1471-2229-4-3,Washington State University,WSU,https://wsu.edu/,United States
10.1186/1471-2229-4-3,Department of Biology University of Washington,Department of Biology University of Washington,No websiteurl provided,United States
10.1186/1471-2229-4-3,University of Washington,UW,http://www.washington.edu/,United States
10.1007/978-3-540-30475-3_25,University of British Columbia,UBC,https://www.ubc.ca/,Canada
10.1007/978-3-540-30475-3_25,University of Salford,University of Salford,http://www.salford.ac.uk/,United Kingdom
10.1007/978-3-540-30475-3_25,National Center for Genome Resources,NCGR,http://www.ncgr.org/,United States
10.1007/978-3-540-30475-3_25,Cold Spring Harbor Laboratory,CSH,http://www.cshl.edu/,United States
10.1093/bib/3.4.331,University of Saskatchewan,University of Saskatchewan,https://www.usask.ca/,Canada
10.1093/bib/3.4.331,National Research Council Canada,CNRC,http://www.nrc-cnrc.gc.ca/eng/#,Canada
10.1093/bib/3.4.331,Plant Biotechnology Institute,NRC-PBI,http://www.nrc-cnrc.gc.ca/eng,Canada
10.1093/bib/3.4.331,"National Academies of Sciences, Engineering, and Medicine",NRC,http://www.nationalacademies.org/nasem/,United States
10.1093/bib/3.4.331,University of Saskatchewan,University of Saskatchewan,https://www.usask.ca/,Canada
10.1093/bib/3.4.331,National Research Council Canada,CNRC,http://www.nrc-cnrc.gc.ca/eng/#,Canada
10.1093/bib/3.4.331,Plant Biotechnology Institute,NRC-PBI,http://www.nrc-cnrc.gc.ca/eng,Canada
10.1093/bib/3.4.331,"National Academies of Sciences, Engineering, and Medicine",NRC,http://www.nationalacademies.org/nasem/,United States
10.1093/bioinformatics/18.10.1398,University of Windsor,University of Windsor,http://www.uwindsor.ca/,Canada
10.1093/bioinformatics/18.10.1398,"National Academies of Sciences, Engineering, and Medicine",NRC,http://www.nationalacademies.org/nasem/,United States
10.1093/bioinformatics/18.10.1398,National Institute for Nuclear Physics,INFN,http://www.infn.it/index.php?lang=en,Italy
10.1093/bioinformatics/18.10.1398,National Research Council Canada,CNRC,http://www.nrc-cnrc.gc.ca/eng/#,Canada
10.1093/bioinformatics/18.10.1398,Plant Biotechnology Institute,NRC-PBI,http://www.nrc-cnrc.gc.ca/eng,Canada
10.1101/gr.361602,University of California System,University of California System,http://www.universityofcalifornia.edu/,United States
10.1101/gr.361602,Duke University,Duke University,http://www.duke.edu/,United States
10.1101/gr.361602,"University of California, Santa Cruz",UCSC,http://www.ucsc.edu/,United States
10.1101/gr.361602,"University of California, Berkeley",UCB,http://www.berkeley.edu/,United States
10.1101/gr.361602,National Research Council Canada,CNRC,http://www.nrc-cnrc.gc.ca/eng/#,Canada
10.1101/gr.361602,Plant Biotechnology Institute,NRC-PBI,http://www.nrc-cnrc.gc.ca/eng,Canada
10.1101/gr.361602,Cold Spring Harbor Lab.,Cold Spring Harbor Lab.,No websiteurl provided,United States
10.1101/gr.361602,University of Münster,WWU,https://www.uni-muenster.de/en/,Germany
10.1101/gr.361602,University Hospital Münster,UKM,http://klinikum.uni-muenster.de/,Germany
10.1101/gr.361602,Genomics Institute of the Novartis Research Foundation,Genomics Institute of the Novartis Research Foundation,https://www.gnf.nibr.com/,United States
10.1101/gr.361602,"Agency for Science, Technology and Research",A*STAR,http://www.a-star.edu.sg/,Singapore
10.1101/gr.361602,Flometrics (United States),Flometrics (United States),http://www.flometrics.com/,United States
10.1101/gr.361602,Affymetrix,Affymetrix,http://www.affymetrix.com/,United States
10.1101/gr.361602,Wellcome Sanger Institute,WTSI,http://www.sanger.ac.uk/,United Kingdom
10.1101/gr.361602,Cognia (United States),Cognia (United States),http://www.cognia.com,United States
10.1101/gr.361602,Cold Spring Harbor Laboratory,CSH,http://www.cshl.edu/,United States
10.1101/gr.361602,Department of Computer Science and Engineering University of Washington,Department of Computer Science and Engineering University of Washington,No websiteurl provided,United States
10.1101/gr.361602,UNIVERSITY OF CALIFORNIA BERKELEY,UNIVERSITY OF CALIFORNIA BERKELEY,No websiteurl provided,Unknown
10.1101/gr.361602,"Cold Spring Harbor Laboratory, Cold Spring Harbor, NY, USA","Cold Spring Harbor Laboratory, Cold Spring Harbor, NY, USA",http://www.cshl.edu/,United States
10.1101/gr.361602,Institute of Molecular and Cell Biology,IMCB,https://www.a-star.edu.sg/imcb/,Singapore
10.1101/gr.361602,DUKE UNIVERSITY,DUKE UNIVERSITY,No websiteurl provided,Unknown
10.1101/gr.361602,European Molecular Biology Laboratory,EMBL,http://embl.org/,Germany
10.1101/gr.361602,Novartis,Novartis,http://www.novartis.com/,Mexico
10.1101/gr.361602,"The Wellcome Trust Sanger Institute, Wellcome Trust Genome Campus, Cambridge, UK","The Wellcome Trust Sanger Institute, Wellcome Trust Genome Campus, Cambridge, UK",http://www.sanger.ac.uk,United Kingdom
10.1101/gr.361602,"European Bioinformatics Institute (EMBL-EBI), Wellcome Genome Campus, Hinxton, Cambridgeshire, UK","European Bioinformatics Institute (EMBL-EBI), Wellcome Genome Campus, Hinxton, Cambridgeshire, UK",https://www.ebi.ac.uk/,United Kingdom
10.1101/gr.361602,European Bioinformatics Institute,EBI,http://www.ebi.ac.uk/,United Kingdom
10.1101/gr.361602,Wellcome Trust,WT,http://www.wellcome.ac.uk/,United Kingdom
10.1101/gr.361602,Washington State University,WSU,https://wsu.edu/,United States
10.1101/gr.361602,"National Academies of Sciences, Engineering, and Medicine",NRC,http://www.nationalacademies.org/nasem/,United States
10.1101/gr.361602,Agriculture and Agriculture-Food Canada,AAFC,http://www.agr.gc.ca/eng/home/?id=1395690825741,Canada
10.1101/gr.361602,University of California System,University of California System,http://www.universityofcalifornia.edu/,United States
10.1101/gr.361602,Duke University,Duke University,http://www.duke.edu/,United States
10.1101/gr.361602,"University of California, Santa Cruz",UCSC,http://www.ucsc.edu/,United States
10.1101/gr.361602,"University of California, Berkeley",UCB,http://www.berkeley.edu/,United States
10.1101/gr.361602,National Research Council Canada,CNRC,http://www.nrc-cnrc.gc.ca/eng/#,Canada
10.1101/gr.361602,Plant Biotechnology Institute,NRC-PBI,http://www.nrc-cnrc.gc.ca/eng,Canada
10.1101/gr.361602,Cold Spring Harbor Lab.,Cold Spring Harbor Lab.,No websiteurl provided,United States
10.1101/gr.361602,University of Münster,WWU,https://www.uni-muenster.de/en/,Germany
10.1101/gr.361602,University Hospital Münster,UKM,http://klinikum.uni-muenster.de/,Germany
10.1101/gr.361602,Genomics Institute of the Novartis Research Foundation,Genomics Institute of the Novartis Research Foundation,https://www.gnf.nibr.com/,United States
10.1101/gr.361602,"Agency for Science, Technology and Research",A*STAR,http://www.a-star.edu.sg/,Singapore
10.1101/gr.361602,Flometrics (United States),Flometrics (United States),http://www.flometrics.com/,United States
10.1101/gr.361602,Affymetrix,Affymetrix,http://www.affymetrix.com/,United States
10.1101/gr.361602,Wellcome Sanger Institute,WTSI,http://www.sanger.ac.uk/,United Kingdom
10.1101/gr.361602,Cognia (United States),Cognia (United States),http://www.cognia.com,United States
10.1101/gr.361602,Cold Spring Harbor Laboratory,CSH,http://www.cshl.edu/,United States
10.1101/gr.361602,Department of Computer Science and Engineering University of Washington,Department of Computer Science and Engineering University of Washington,No websiteurl provided,United States
10.1101/gr.361602,UNIVERSITY OF CALIFORNIA BERKELEY,UNIVERSITY OF CALIFORNIA BERKELEY,No websiteurl provided,Unknown
10.1101/gr.361602,"Cold Spring Harbor Laboratory, Cold Spring Harbor, NY, USA","Cold Spring Harbor Laboratory, Cold Spring Harbor, NY, USA",http://www.cshl.edu/,United States
10.1101/gr.361602,Institute of Molecular and Cell Biology,IMCB,https://www.a-star.edu.sg/imcb/,Singapore
10.1101/gr.361602,DUKE UNIVERSITY,DUKE UNIVERSITY,No websiteurl provided,Unknown
10.1101/gr.361602,European Molecular Biology Laboratory,EMBL,http://embl.org/,Germany
10.1101/gr.361602,Novartis,Novartis,http://www.novartis.com/,Mexico
10.1101/gr.361602,"The Wellcome Trust Sanger Institute, Wellcome Trust Genome Campus, Cambridge, UK","The Wellcome Trust Sanger Institute, Wellcome Trust Genome Campus, Cambridge, UK",http://www.sanger.ac.uk,United Kingdom
10.1101/gr.361602,"European Bioinformatics Institute (EMBL-EBI), Wellcome Genome Campus, Hinxton, Cambridgeshire, UK","European Bioinformatics Institute (EMBL-EBI), Wellcome Genome Campus, Hinxton, Cambridgeshire, UK",https://www.ebi.ac.uk/,United Kingdom
10.1101/gr.361602,European Bioinformatics Institute,EBI,http://www.ebi.ac.uk/,United Kingdom
10.1101/gr.361602,Wellcome Trust,WT,http://www.wellcome.ac.uk/,United Kingdom
10.1101/gr.361602,Washington State University,WSU,https://wsu.edu/,United States
10.1101/gr.361602,"National Academies of Sciences, Engineering, and Medicine",NRC,http://www.nationalacademies.org/nasem/,United States
10.1101/gr.361602,Agriculture and Agriculture-Food Canada,AAFC,http://www.agr.gc.ca/eng/home/?id=1395690825741,Canada
